TEMP:         EN_AVE:          ERROR: 
0.449173       -0.242208     0.000608634
0.448275       -0.241045     0.000547998
0.447378       -0.222615      0.00087031
0.446484       0.0384217      0.00185055
0.445591       0.0485825     0.000749914
0.444699       -0.234549     0.000452945
0.44381       -0.365081     0.000465102
0.442922        0.417515      0.00197347
0.442036     -0.00849024     0.000665928
0.441152       -0.388942     0.000385588
0.44027       -0.400682     0.000380839
0.43939       -0.366125     0.000275155
0.438511         0.54455      0.00112767
0.437634        0.446723     0.000783759
0.436759       -0.251297     0.000544117
0.435885       -0.181864      0.00101607
0.435013        0.174933       0.0018764
0.434143       -0.416873     0.000217178
0.433275       -0.364017     0.000334996
0.432408       -0.336026     0.000369965
0.431544       -0.311609     0.000538406
0.43068       -0.229909      0.00102362
0.429819          0.3912       0.0024709
0.428959       0.0581666      0.00177874
0.428102       -0.187454      0.00108406
0.427245       -0.249971     0.000627823
0.426391       -0.118427     0.000655928
0.425538       -0.239939      0.00061511
0.424687       -0.184245     0.000604738
0.423838      -0.0544161     0.000745782
0.42299      -0.0330073     0.000652188
0.422144       -0.252774     0.000529908
0.4213       -0.143708     0.000606512
0.420457       -0.304484     0.000737539
0.419616       -0.386293     0.000323825
0.418777       -0.149142     0.000699859
0.417939         -0.2537     0.000530242
0.417103       -0.415244     0.000227702
0.416269          -0.397     0.000380596
0.415437      -0.0910364      0.00094575
0.414606       0.0231352     0.000479525
0.413777        0.285696     0.000785827
0.412949       -0.318024     0.000349985
0.412123       -0.138947      0.00065629
0.411299       -0.240959     0.000636452
0.410476       -0.201982     0.000632276
0.409655       -0.128496     0.000517723
0.408836       -0.401396     0.000425006
0.408018       -0.137401     0.000496881
0.407202       -0.155425     0.000440954
0.406388        -0.37741     0.000357071
0.405575        -0.44273     0.000189458
0.404764       -0.419985     0.000327702
0.403955       -0.028088      0.00041849
0.403147       -0.300341      0.00056638
0.40234          0.6513      0.00084382
0.401536       0.0562111     0.000729145
0.400733       -0.110475     0.000712646
0.399931       -0.122591     0.000882594
0.399131         1.12199      0.00197113
0.398333        0.378611      0.00155344
0.397536      -0.0397978     0.000445061
0.396741       -0.146723     0.000609381
0.395948        0.339209     0.000555076
0.395156       -0.212367     0.000425895
0.394366       -0.289141     0.000543187
0.393577       -0.203832     0.000650354
0.39279       -0.160093     0.000829277
0.392004        0.226405     0.000673718
0.39122        0.230912     0.000758638
0.390438       -0.249018     0.000606747
0.389657       -0.227215      0.00082497
0.388877       -0.158845     0.000998754
0.3881       -0.204289      0.00060785
0.387324       -0.247808     0.000714063
0.386549       -0.206835      0.00102739
0.385776       -0.180534      0.00111213
0.385004       -0.239154     0.000715733
